platform,brand,type,followers_count,hashtag_count,mention_count,caption_len_words,caption_len_chars,sentiment_polarity,sentiment_subjectivity,post_hour,post_dayofweek,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,caption,high_engagement_label,split
instagram,lovekellyfelder,Video,87282,1,0,8,52,0.7,0.6000000000000001,12,1,0,1.2246467991473532e-16,-1.0,0.7818314824680299,0.6234898018587335,"Just looking, but it looks too good #lovekellyfelder",1,train
instagram,lovekellyfelder,Video,87282,2,0,12,91,0.0,0.0,10,2,0,0.4999999999999999,-0.8660254037844386,0.9749279121818238,-0.2225209339563143,"Nocturne – The Prelude.
Designed for the moments after dusk✨

#kellyfelder #luxurylifestyle",0,train
instagram,lovekellyfelder,Video,87282,1,0,8,54,0.0,0.0,7,6,1,0.9659258262890684,-0.2588190451025207,-0.78183148246803,0.6234898018587333,"For the woman who carries elegance ✨

#lovekrllyfelder",0,train
instagram,lovekellyfelder,Sidecar,87282,4,0,32,224,0.3875,0.575,11,4,0,0.258819045102521,-0.9659258262890684,-0.433883739117558,-0.900968867902419,"Kelly Felder Jeans - The Original Fit

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#Premium #KFAngelLifeStyle #LuxuryLifestyle #kellyfelderjeans",1,train
facebook,lovekellyfelder,Video,87282,2,0,7,54,0.0,0.0,12,6,1,1.2246467991473532e-16,-1.0,-0.78183148246803,0.6234898018587333,"Before the Night Begins ✨

#kellyfelder #launchingsoon",0,train
facebook,lovekellyfelder,Video,87282,1,0,5,33,0.0,0.0,12,2,0,1.2246467991473532e-16,-1.0,0.9749279121818238,-0.2225209339563143,Look of the day ✨#lovekellyfelder,0,train
instagram,lovekellyfelder,Sidecar,87282,1,0,4,38,0.0,0.0,11,5,1,0.258819045102521,-0.9659258262890684,-0.9749279121818236,-0.2225209339563146,"Kelly Felder Angels 

#lovekellyfelder",1,train
tiktok,lovekellyfelder,Video,87282,2,0,15,94,-0.0777777777777777,0.1444444444444445,7,6,1,0.9659258262890684,-0.2588190451025207,-0.78183148246803,0.6234898018587333,"Brushes  down, glasses up and yes, the next one’s already on the way 
#WingsAndWine #2Ontheway",0,train
instagram,lovekellyfelder,Sidecar,87282,4,0,28,204,-0.5000000000000001,0.8666666666666667,5,2,0,0.9659258262890684,0.2588190451025208,0.9749279121818238,-0.2225209339563143,"The Casual Aura 

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#Premium #KFAngelLifeStyle #LuxuryLifestyle #kellyfelderbasics",1,train
facebook,lovekellyfelder,Sidecar,87282,4,0,31,226,0.0,0.0,12,2,0,1.2246467991473532e-16,-1.0,0.9749279121818238,-0.2225209339563143,"Kelly Felder - Athleisure Collection ✨

In-Stores Now : Colombo 03 | Nugegoda | Colombo City Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#Premium #KFAngelLifeStyle #LuxuryLifestyle #kellyfelderbasics",0,train
tiktok,lovekellyfelder,Video,87282,0,0,6,43,-0.2,0.6,10,0,0,0.4999999999999999,-0.8660254037844386,0.0,1.0,"Everyday elegance ✨ 
Kelly Felder Melbourne",1,test
instagram,lovekellyfelder,Sidecar,87282,3,0,25,172,0.0,0.0,11,4,0,0.258819045102521,-0.9659258262890684,-0.433883739117558,-0.900968867902419,"Aria Linen Collection By Eighty%✨
.
.

In Stores Now: Colombo 03 | Nugegoda | Colombo City Centre, Level 02 | Wattala

#EightyPercent #AriaLinenCollection #SustainableStyle",1,train
instagram,lovekellyfelder,Video,87282,1,0,20,133,0.5875,0.25,4,2,0,0.8660254037844385,0.5000000000000001,0.9749279121818238,-0.2225209339563143,"It all comes together tomorrow. ✨
Where coffee meets fashion… 
 Guess the location & win vouchers worth Rs. 50,000!

#lovekellyfelder",1,test
instagram,lovekellyfelder,Sidecar,87282,4,0,34,240,0.0,0.0,7,2,0,0.9659258262890684,-0.2588190451025207,0.9749279121818238,-0.2225209339563143,"The Midnight Couture ✨

Ophelia Front-Slit Maxi Dress
25314100 

In Stores Now: Colombo 03 | Nugegoda | Colombo City Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227

#kellyfelder #Premium #Eveningwear #luxurylifestyle",0,train
instagram,lovekellyfelder,Sidecar,87282,4,0,29,199,0.0,0.0,4,1,0,0.8660254037844385,0.5000000000000001,0.7818314824680299,0.6234898018587335,"The Midnight Couture ✨

In Stores Now: Colombo 03 | Nugegoda | Colombo City Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227

#kellyfelder #Premium #Eveningwear #luxurylifestyle",1,train
instagram,lovekellyfelder,Sidecar,87282,4,0,33,233,0.0,0.0,11,2,0,0.258819045102521,-0.9659258262890684,0.9749279121818238,-0.2225209339563143,"Workday Essentials 
Designed for the year ahead !

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala

HOTLINE | 0717255255
WHATSAPP |+94774226227

#kellyfelder #Premium #KFAngelLifeStyle #LuxuryLifestyle",0,train
tiktok,lovekellyfelder,Sidecar,87282,3,0,29,194,0.0,0.0,14,2,0,-0.4999999999999997,-0.8660254037844387,0.9749279121818238,-0.2225209339563143,"Kelly Felder Élité - Luxury Footwear in Balance✨

In Stores Now: Nugegoda | Colombo City Centre : Level 2 | Wattala 
HOTLINE | 0717255255
WHATSAPP |‪+94774226227‬

#kellyfelder #luxury #footwear",0,train
tiktok,lovekellyfelder,Video,87282,3,0,9,70,0.25,0.3333333333333333,11,0,0,0.258819045102521,-0.9659258262890684,0.0,1.0,"First year at Colombo City Centre.

#kellyfelder #colombocitycentre #3",0,train
instagram,lovekellyfelder,Sidecar,87282,4,0,29,199,0.0,0.0,4,1,0,0.8660254037844385,0.5000000000000001,0.7818314824680299,0.6234898018587335,"The Midnight Couture ✨

In Stores Now: Colombo 03 | Nugegoda | Colombo City Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227

#kellyfelder #Premium #Eveningwear #luxurylifestyle",1,train
facebook,lovekellyfelder,Video,87282,1,0,9,63,0.0,0.0,8,2,0,0.8660254037844387,-0.4999999999999997,0.9749279121818238,-0.2225209339563143,See you this Saturday at the Coffee Club #kellyfeldercoffeeclub,1,train
facebook,lovekellyfelder,Video,87282,1,0,8,62,0.1704545454545454,0.4545454545454545,10,3,0,0.4999999999999999,-0.8660254037844386,0.4338837391175582,-0.900968867902419,"New Arrivals - Kelly Felder Jeans Collection!

#theoriginalfit",0,train
instagram,lovekellyfelder,Image,87282,0,0,47,288,-0.5625,0.6875,9,0,0,0.7071067811865477,-0.7071067811865475,0.0,1.0,"To every family affected by these devastating floods and landslides, we stand beside you with compassion and strength. 

Yet even in sorrow, we witness the unwavering unity of our nation, people reaching out, helping, and holding each other.

We will rebuild, hand in hand, as one nation.",0,train
facebook,lovekellyfelder,Sidecar,87282,4,0,27,170,0.0,0.0,8,5,1,0.8660254037844387,-0.4999999999999997,-0.9749279121818236,-0.2225209339563146,"Redvers Buller -  Premium Menswear✨

In stores now : Kelly Felder Col 03 | Nugegoda | Colombo City Centre, Level 02 | Wattala
#Premium #Exclusive #RedversBuller #menswear",1,train
instagram,lovekellyfelder,Video,87282,2,0,12,91,0.0,0.0,10,2,0,0.4999999999999999,-0.8660254037844386,0.9749279121818238,-0.2225209339563143,"Nocturne – The Prelude.
Designed for the moments after dusk✨

#kellyfelder #luxurylifestyle",0,train
instagram,lovekellyfelder,Video,87282,1,0,17,132,0.4,0.5,17,5,1,-0.9659258262890684,-0.2588190451025207,-0.9749279121818236,-0.2225209339563146,"Coffee, fashion, and unforgettable 
moments ☕✨
 
Here’s a look back at our Coffee Meets 
Fashion experience.

#kellyfeldercoffeeclub",0,test
facebook,lovekellyfelder,Sidecar,87282,4,0,34,240,0.0,0.0,7,2,0,0.9659258262890684,-0.2588190451025207,0.9749279121818238,-0.2225209339563143,"The Midnight Couture ✨

Ophelia Front-Slit Maxi Dress
25314100 

In Stores Now: Colombo 03 | Nugegoda | Colombo City Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227

#kellyfelder #Premium #Eveningwear #luxurylifestyle",0,train
tiktok,lovekellyfelder,Video,87282,1,0,20,127,0.4371212121212122,0.3181818181818182,9,1,0,0.7071067811865477,-0.7071067811865475,0.7818314824680299,0.6234898018587335,"A new experience is unfolding - Where coffee meets fashion… 
 Guess the location & win vouchers worth Rs. 50,000! 
#KellyFelder",1,train
facebook,lovekellyfelder,Sidecar,87282,4,0,28,204,-0.5000000000000001,0.8666666666666667,5,2,0,0.9659258262890684,0.2588190451025208,0.9749279121818238,-0.2225209339563143,"The Casual Aura 

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#Premium #KFAngelLifeStyle #LuxuryLifestyle #kellyfelderbasics",1,train
instagram,lovekellyfelder,Sidecar,87282,4,0,33,231,0.0,0.0,8,0,0,0.8660254037844387,-0.4999999999999997,0.0,1.0,"The Boardroom Edit - Premium Workwear Collection

In Stores Now : Colombo 03 | Nugegoda | Colombo City Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227

#kellyfelder #Premium #KFAngelLifeStyle #LuxuryLifestyle",0,test
tiktok,lovekellyfelder,Sidecar,87282,1,0,4,38,0.0,0.0,9,2,0,0.7071067811865477,-0.7071067811865475,0.9749279121818238,-0.2225209339563143,"Kelly Felder Angels 

#lovekellyfelder",1,train
instagram,lovekellyfelder,Sidecar,87282,1,0,4,38,0.0,0.0,11,5,1,0.258819045102521,-0.9659258262890684,-0.9749279121818236,-0.2225209339563146,"Kelly Felder Angels 

#lovekellyfelder",1,train
instagram,lovekellyfelder,Sidecar,87282,2,0,16,98,0.5,0.5,14,6,1,-0.4999999999999997,-0.8660254037844387,-0.78183148246803,0.6234898018587333,"Here’s how we styled ‘ Still in Motion WW Top’ 
Which one’s your pick? 

#kellyfelder #outfitinspo",1,train
instagram,lovekellyfelder,Video,87282,3,0,13,80,0.0,0.0,13,5,1,-0.2588190451025208,-0.9659258262890684,-0.9749279121818236,-0.2225209339563146,"Another chapter in the Kelly Felder story - the 4th!

#throwback #kellyfelder #4",1,train
tiktok,lovekellyfelder,Sidecar,87282,0,0,13,72,0.0,0.0,7,3,0,0.9659258262890684,-0.2588190451025207,0.4338837391175582,-0.900968867902419,"From the runway to your coffee cup, join us where coffee meets fashion.✨",0,test
facebook,lovekellyfelder,Sidecar,87282,3,0,17,131,0.0,0.0,14,4,0,-0.4999999999999997,-0.8660254037844387,-0.433883739117558,-0.900968867902419,"Presenting the Holiday Wishlist with Kelly Felder ✨
Curated looks for every festive moment

#luxury #kellyfelder #festivecollection",1,train
tiktok,lovekellyfelder,Sidecar,87282,0,0,8,51,0.6,1.0,2,3,0,0.4999999999999999,0.8660254037844386,0.4338837391175582,-0.900968867902419,"Nocturne: The Nightfall
Designed to own the night. ",0,train
instagram,lovekellyfelder,Video,87282,3,0,28,196,0.0111111111111111,0.2444444444444445,14,3,0,-0.4999999999999997,-0.8660254037844387,0.4338837391175582,-0.900968867902419,"A composed exploration of tone and form.
Kelly Felder presents modern heels in nude, beige, brown, and black designed for considered dressing and lasting relevance.

#kellyfelder #luxury #footwear",0,train
instagram,lovekellyfelder,Sidecar,87282,4,0,27,170,0.0,0.0,8,5,1,0.8660254037844387,-0.4999999999999997,-0.9749279121818236,-0.2225209339563146,"Redvers Buller -  Premium Menswear✨

In stores now : Kelly Felder Col 03 | Nugegoda | Colombo City Centre, Level 02 | Wattala
#Premium #Exclusive #RedversBuller #menswear",1,train
facebook,lovekellyfelder,Sidecar,87282,2,0,5,39,0.0,0.0,4,2,0,0.8660254037844385,0.5000000000000001,0.9749279121818238,-0.2225209339563143,"Sealed in style.

#Nocturn #kellyfelder",0,train
instagram,lovekellyfelder,Sidecar,87282,4,0,32,224,0.3875,0.575,11,4,0,0.258819045102521,-0.9659258262890684,-0.433883739117558,-0.900968867902419,"Kelly Felder Jeans - The Original Fit

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#Premium #KFAngelLifeStyle #LuxuryLifestyle #kellyfelderjeans",1,train
instagram,lovekellyfelder,Video,87282,1,0,8,54,0.0,0.0,7,6,1,0.9659258262890684,-0.2588190451025207,-0.78183148246803,0.6234898018587333,"For the woman who carries elegance ✨

#lovekrllyfelder",0,train
facebook,lovekellyfelder,Sidecar,87282,4,0,29,199,0.0,0.0,10,2,0,0.4999999999999999,-0.8660254037844386,0.9749279121818238,-0.2225209339563143,"The Midnight Couture ✨

In Stores Now: Colombo 03 | Nugegoda | Colombo City Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227

#kellyfelder #Premium #Eveningwear #luxurylifestyle",0,train
instagram,lovekellyfelder,Sidecar,87282,4,0,37,262,0.8,1.0,7,1,0,0.9659258262890684,-0.2588190451025207,0.7818314824680299,0.6234898018587335,"Midnight Couture - Refined glamour and luxurious textures for unforgettable nights. ✨

In Stores Now: Colombo 03 | Nugegoda | Colombo City Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227

#kellyfelder #Premium #Eveningwear #luxurylifestyle",1,train
tiktok,lovekellyfelder,Sidecar,87282,4,0,32,224,0.3875,0.575,4,4,0,0.8660254037844385,0.5000000000000001,-0.433883739117558,-0.900968867902419,"Kelly Felder Jeans - The Original Fit

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#Premium #KFAngelLifeStyle #LuxuryLifestyle #kellyfelderjeans",1,train
facebook,lovekellyfelder,Sidecar,87282,3,0,17,131,0.0,0.0,14,4,0,-0.4999999999999997,-0.8660254037844387,-0.433883739117558,-0.900968867902419,"Presenting the Holiday Wishlist with Kelly Felder ✨
Curated looks for every festive moment

#luxury #kellyfelder #festivecollection",1,test
instagram,lovekellyfelder,Sidecar,87282,1,0,10,71,0.1625,0.2166666666666667,14,2,0,-0.4999999999999997,-0.8660254037844387,0.9749279121818238,-0.2225209339563143,Throwing it back to our very first cup together ☕#kellyfeldercoffeeclub,1,train
instagram,lovekellyfelder,Video,87282,2,0,15,94,-0.0777777777777777,0.1444444444444445,7,6,1,0.9659258262890684,-0.2588190451025207,-0.78183148246803,0.6234898018587333,"Brushes  down, glasses up and yes, the next one’s already on the way 
#WingsAndWine #2Ontheway",0,train
instagram,lovekellyfelder,Video,87282,1,0,8,52,0.7,0.6000000000000001,12,1,0,1.2246467991473532e-16,-1.0,0.7818314824680299,0.6234898018587335,"Just looking, but it looks too good #lovekellyfelder",1,train
instagram,lovekellyfelder,Sidecar,87282,4,0,27,168,0.0,0.0,12,2,0,1.2246467991473532e-16,-1.0,0.9749279121818238,-0.2225209339563143,"Premium Polo - Legacy Collection✨

In stores now : Kelly Felder Col 03 | Nugegoda | Colombo City Centre, Level 02 | Wattala
#Premium #Exclusive #RedversBuller #menswear",1,test
instagram,lovekellyfelder,Video,87282,3,0,13,80,0.0,0.0,13,5,1,-0.2588190451025208,-0.9659258262890684,-0.9749279121818236,-0.2225209339563146,"Another chapter in the Kelly Felder story - the 4th!

#throwback #kellyfelder #4",1,train
facebook,lovekellyfelder,Sidecar,87282,4,0,37,271,0.0,0.0,5,5,1,0.9659258262890684,0.2588190451025208,-0.9749279121818236,-0.2225209339563146,"The Work Wear Edit - Premium Work Wear Collection!
Official Website: www.kellyfelder.com

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala

HOTLINE | 0717255255
WHATSAPP |+94774226227
#kellyfelder #Premium #KFAngelLifeStyle #LuxuryLifestyle",0,train
instagram,lovekellyfelder,Image,87282,0,0,10,57,0.1363636363636364,0.4545454545454545,11,2,0,0.258819045102521,-0.9659258262890684,0.9749279121818238,-0.2225209339563143,"Tomorrow, a new story begins - Where Coffee meets Fashion",0,train
instagram,lovekellyfelder,Sidecar,87282,0,0,44,233,0.30375,0.53,11,1,0,0.258819045102521,-0.9659258262890684,0.7818314824680299,0.6234898018587335,"Excited to have you join us! ☕✨
Round 2 of the Coffee Club is brewing at Wattala… 
and you’re invited!

Plus, enjoy an exclusive 30% OFF during the event! 

Register at the link in bio ☕✨

Let the second cup be just as unforgettable.",1,train
tiktok,lovekellyfelder,Sidecar,87282,4,0,29,217,0.0,0.0,3,1,0,0.7071067811865476,0.7071067811865477,0.7818314824680299,0.6234898018587335,"In Monochrome 
Shop Now : www.kellyfelder.com

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2
HOTLINE | 0717255255
WHATSAPP |+94774226227
#kellyfelder #Premium #KFAngelLifeStyle #LuxuryLifestyle",0,test
instagram,lovekellyfelder,Sidecar,87282,0,0,44,233,0.30375,0.53,11,1,0,0.258819045102521,-0.9659258262890684,0.7818314824680299,0.6234898018587335,"Excited to have you join us! ☕✨
Round 2 of the Coffee Club is brewing at Wattala… 
and you’re invited!

Plus, enjoy an exclusive 30% OFF during the event! 

Register at the link in bio ☕✨

Let the second cup be just as unforgettable.",1,test
instagram,lovekellyfelder,Image,87282,1,0,16,110,0.7,0.8,4,4,0,0.8660254037844385,0.5000000000000001,-0.433883739117558,-0.900968867902419,"Sending strength to everyone across the Island.
Check on your loved ones and stay protected.
#StaySafeSriLanka",1,test
instagram,lovekellyfelder,Sidecar,87282,1,0,9,51,0.0,0.0,10,0,0,0.4999999999999999,-0.8660254037844386,0.0,1.0,"Not just a look - An Angel’s Aura 
#lovekellyfelder",1,train
facebook,lovekellyfelder,Video,87282,0,0,16,74,0.0,0.0,14,0,0,-0.4999999999999997,-0.8660254037844387,0.0,1.0,"Paint, sip, and sparkle with us on Nov 2nd! Link in bio to save your spot!",0,train
instagram,lovekellyfelder,Sidecar,87282,1,0,9,51,0.0,0.0,10,0,0,0.4999999999999999,-0.8660254037844386,0.0,1.0,"Not just a look - An Angel’s Aura 
#lovekellyfelder",1,train
instagram,lovekellyfelder,Sidecar,87282,4,0,29,199,0.0,0.0,4,1,0,0.8660254037844385,0.5000000000000001,0.7818314824680299,0.6234898018587335,"The Midnight Couture ✨

In Stores Now: Colombo 03 | Nugegoda | Colombo City Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227

#kellyfelder #Premium #Eveningwear #luxurylifestyle",1,train
instagram,lovekellyfelder,Sidecar,87282,1,0,4,38,0.0,0.0,9,2,0,0.7071067811865477,-0.7071067811865475,0.9749279121818238,-0.2225209339563143,"Kelly Felder Angels 

#lovekellyfelder",1,test
instagram,lovekellyfelder,Sidecar,87282,4,0,31,217,0.3,0.75,5,1,0,0.9659258262890684,0.2588190451025208,0.7818314824680299,0.6234898018587335,"The Calm Edit - Ease in Every Thread 

In-Stores Now: Colombo 03 | Nugegoda | Colombo City
Centre: Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#kellyfelder #Premium #KFAngelLifeStyle #LuxuryLifestyle",1,train
instagram,lovekellyfelder,Sidecar,87282,1,0,38,247,0.125,0.6125,13,0,0,-0.2588190451025208,-0.9659258262890684,0.0,1.0,"Floréal Grace
A soft floral edit for everyday romance light fabrics, gentle prints, and flowing silhouettes.✨

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#kellyfelder",1,test
tiktok,lovekellyfelder,Sidecar,87282,2,0,11,76,0.1,0.35,5,6,1,0.9659258262890684,0.2588190451025208,-0.78183148246803,0.6234898018587333,"A morning of soft laughter, art, and angel energy 

#WingsAndWine #AngelClub",1,test
instagram,lovekellyfelder,Video,87282,1,0,18,116,0.2,0.4,13,5,1,-0.2588190451025208,-0.9659258262890684,-0.9749279121818236,-0.2225209339563146,"Workday, in form. 
| Executive Edit WW Blazer
| Structured Straight Trousers
| Pier Sling Shoulder Bag

#kellyfelder",0,test
facebook,lovekellyfelder,Sidecar,87282,1,0,6,40,0.0,0.0,8,2,0,0.8660254037844387,-0.4999999999999997,0.9749279121818238,-0.2225209339563143,"Nocturne - The NIGHTFALL ✨

#kellyfelder",1,test
tiktok,lovekellyfelder,Sidecar,87282,0,0,9,49,0.0,0.0,5,2,0,0.9659258262890684,0.2588190451025208,0.9749279121818238,-0.2225209339563143,The outfit inspo you need for the festive season✨,1,train
instagram,lovekellyfelder,Video,87282,2,0,12,88,0.0,0.0,9,2,0,0.7071067811865477,-0.7071067811865475,0.9749279121818238,-0.2225209339563143,"When the runway meets the roast… Tomorrow reveals it all.

#ThisOctober #lovekellyfelder",1,train
instagram,lovekellyfelder,Sidecar,87282,4,0,37,230,0.0,0.0,5,2,0,0.9659258262890684,0.2588190451025208,0.9749279121818238,-0.2225209339563143,"The knit shirt that fits every plan, shop online & in-stores ✨

Shop now: www.redversbuller.com

In stores now : Kelly Felder Col 03 | Nugegoda | Colombo City Centre, Level 02 | Wattala
#Premium #Exclusive #RedversBuller #menswear",0,train
facebook,lovekellyfelder,Sidecar,87282,3,0,27,201,0.0,0.0,5,2,0,0.9659258262890684,0.2588190451025208,0.9749279121818238,-0.2225209339563143,"Aura Collection By Eighty%✨

In Stores Now: Colombo 03 | Nugegoda | Colombo City Centre, Level 02 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227

#EightyPercent #AuraCollection #SustainableStyle",0,train
tiktok,lovekellyfelder,Image,87282,0,3,72,437,0.6263888888888889,0.638888888888889,7,4,0,0.9659258262890684,-0.2588190451025207,-0.433883739117558,-0.900968867902419,"✨ GIVEAWAY ALERT – WIN Rs. 200,000 THIS CHRISTMAS! ✨
 Your KELLY FELDER x REDVERSE BULLER Christmas just got magical! 

We’re gifting lucky winners Rs. 200,000 worth of shopping vouchers to celebrate the most wonderful time of the year! ️

How to Enter:
1️⃣ Follow @redversbulleruk 
2️⃣ Tag your Friends (5)
3️⃣ Share this post on your story & mention us (@lovekellyfelder @redversbulleruk )✨

Elevate your Christmas style with KF x RB.✨",1,train
tiktok,lovekellyfelder,Sidecar,87282,4,0,37,271,0.0,0.0,5,5,1,0.9659258262890684,0.2588190451025208,-0.9749279121818236,-0.2225209339563146,"The Work Wear Edit - Premium Work Wear Collection!
Official Website: www.kellyfelder.com

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala

HOTLINE | 0717255255
WHATSAPP |+94774226227
#kellyfelder #Premium #KFAngelLifeStyle #LuxuryLifestyle",0,train
facebook,lovekellyfelder,Video,87282,1,0,17,132,0.4,0.5,17,5,1,-0.9659258262890684,-0.2588190451025207,-0.9749279121818236,-0.2225209339563146,"Coffee, fashion, and unforgettable 
moments ☕✨
 
Here’s a look back at our Coffee Meets 
Fashion experience.

#kellyfeldercoffeeclub",0,train
facebook,lovekellyfelder,Video,87282,2,0,8,61,0.0,0.0,10,3,0,0.4999999999999999,-0.8660254037844386,0.4338837391175582,-0.900968867902419,"The CEO Collection in motion ✨

#kellyfelder #luxurylifestyle",0,train
instagram,lovekellyfelder,Sidecar,87282,4,0,31,217,0.3,0.75,5,1,0,0.9659258262890684,0.2588190451025208,0.7818314824680299,0.6234898018587335,"The Calm Edit - Ease in Every Thread 

In-Stores Now: Colombo 03 | Nugegoda | Colombo City
Centre: Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#kellyfelder #Premium #KFAngelLifeStyle #LuxuryLifestyle",1,train
instagram,lovekellyfelder,Sidecar,87282,4,0,32,224,0.0,0.0,5,0,0,0.9659258262890684,0.2588190451025208,0.0,1.0,"Nocturne - The Prelude ✨
Before the Night Begins!

In-Stores Now: Colombo 03 | Nugegoda | Colombo City
Centre: Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#kellyfelder #Premium #Eveningwear #luxurylifestyle",1,train
tiktok,lovekellyfelder,Video,87282,1,0,3,42,0.0,0.0,10,2,0,0.4999999999999999,-0.8660254037844386,0.9749279121818238,-0.2225209339563143,Brewing connections #kellyfeldercoffeeclub,0,train
instagram,lovekellyfelder,Sidecar,87282,3,0,12,89,0.0,0.0,13,2,0,-0.2588190451025208,-0.9659258262890684,0.9749279121818238,-0.2225209339563143,"Nocturne - The Prelude ✨
Before the Night Begins!

#kellyfelder #luxurylifestyle #premium",0,train
facebook,lovekellyfelder,Sidecar,87282,4,1,28,188,0.0,0.0,12,1,0,1.2246467991473532e-16,-1.0,0.7818314824680299,0.6234898018587335,"Redvers Buller -  Premium Menswear✨ @redversbulleruk 

In stores now : Kelly Felder Col 03 | Nugegoda | Colombo City Centre, Level 02 | Wattala
#Premium #Exclusive #RedversBuller #menswear",1,train
instagram,lovekellyfelder,Sidecar,87282,0,0,22,136,0.3571428571428572,0.5714285714285714,12,4,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.900968867902419,"Walk Into Christmas, Walk Into Kelly Felder ✨

Sip, shop, and celebrate the season with festive ambiance and special surprises in store.",1,test
facebook,lovekellyfelder,Sidecar,87282,4,0,37,272,0.0,0.0,6,5,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,"The Work Wear Edit - Premium Work Wear Collection!
Official Website: www.kellyfelder.com

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala

HOTLINE | 0717255255
WHATSAPP |+94774226227
#kellyfelder #Premium #KFAngelLifeStyle #luxurylifestyles",0,test
facebook,lovekellyfelder,Video,87282,2,0,11,76,0.0,0.0,6,3,0,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,"A signature of refined style - Kelly Felder ✨

#kellyfelder #luxurylifestyle",1,train
instagram,lovekellyfelder,Sidecar,87282,1,0,6,40,0.0,0.0,8,2,0,0.8660254037844387,-0.4999999999999997,0.9749279121818238,-0.2225209339563143,"Nocturne - The NIGHTFALL ✨

#kellyfelder",1,test
tiktok,lovekellyfelder,Video,87282,2,0,50,311,0.1041666666666667,0.0999999999999999,13,0,0,-0.2588190451025208,-0.9659258262890684,0.0,1.0,"Project HOPE: Phase 02 with Sri Lanka Red Cross 

Moments from Project Hope, Phase 02, as Kelly Felder delivered our second consecutive clothing donation to the Sri Lanka Red Cross in aid of the flood affected families.

For the community, with love! Hope stitched into every piece. ✨

#projecthope
#kellyfelder",0,train
tiktok,lovekellyfelder,Video,87282,0,0,82,485,0.15,0.7142857142857143,13,1,0,-0.2588190451025208,-0.9659258262890684,0.7818314824680299,0.6234898018587335,"Thank you for giving HOPE

What began as a simple call for help turned into a wave of compassion.

Project Hope, Phase 01 in Gampaha came to life because of you, our Kelly Felder Loyalty customers, with your generosity lighting the way for families who needed it most.

Note: To uphold the privacy of the families assisted, images from the distribution will not be shared. This communication serves only to acknowledge your contribution and let you see how far your kindness travelled.",1,test
facebook,lovekellyfelder,Sidecar,87282,1,0,7,47,0.0,0.0,7,1,0,0.9659258262890684,-0.2588190451025207,0.7818314824680299,0.6234898018587335,"Christmas Wings & Wine -Wrapped ✨

#kellyfelder",1,train
facebook,lovekellyfelder,Video,87282,1,0,18,116,0.2,0.4,13,5,1,-0.2588190451025208,-0.9659258262890684,-0.9749279121818236,-0.2225209339563146,"Workday, in form. 
| Executive Edit WW Blazer
| Structured Straight Trousers
| Pier Sling Shoulder Bag

#kellyfelder",0,train
